,Machine failure,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp difference,Power
492,0,0,1404,43.5,195,11.800000000000011,61074.0
493,0,0,1470,38.8,197,11.800000000000011,57035.99999999999
494,0,0,1326,49.8,199,11.799999999999955,66034.8
495,0,2,1459,49.7,201,11.800000000000011,72512.3
496,0,1,1530,40.0,206,11.699999999999989,61200.0
497,0,0,1505,39.2,209,11.600000000000023,58996.00000000001
498,0,0,1611,30.2,211,11.600000000000023,48652.2
499,0,0,1515,35.1,213,11.600000000000023,53176.5
500,0,1,1804,27.4,215,11.699999999999989,49429.6
501,0,1,1464,46.2,218,11.699999999999989,67636.8
502,0,0,1390,43.3,221,11.599999999999966,60186.99999999999
503,0,1,1442,48.1,0,11.599999999999966,69360.2
504,0,1,1529,41.9,3,11.699999999999989,64065.1
505,0,0,1610,35.0,6,11.699999999999989,56350.0
506,0,0,1543,34.3,8,11.699999999999989,52924.899999999994
507,0,2,1445,48.2,10,11.599999999999966,69649.0
508,0,0,1893,24.6,15,11.600000000000023,46567.8
509,0,1,1415,41.3,17,11.699999999999989,58439.49999999999
510,0,0,1564,37.5,20,11.800000000000011,58650.0
511,0,0,1479,39.4,22,11.800000000000011,58272.6
512,0,0,1426,44.8,24,11.699999999999989,63884.799999999996
513,0,0,1428,38.8,26,11.800000000000011,55406.399999999994
514,0,0,1620,33.2,28,11.800000000000011,53784.00000000001
515,0,0,1715,28.0,30,11.699999999999989,48020.0
516,0,0,1732,29.9,32,11.800000000000011,51786.799999999996
517,0,1,1391,58.2,34,11.899999999999977,80956.2
518,0,0,1924,20.6,37,11.899999999999977,39634.4
519,0,1,2027,19.8,39,11.800000000000011,40134.6
520,0,0,1617,36.2,42,11.899999999999977,58535.4
521,0,0,1497,35.8,44,11.899999999999977,53592.6
522,0,1,1448,43.7,46,12.0,63277.600000000006
523,0,0,1401,45.9,49,12.0,64305.9
524,0,0,1620,35.4,51,12.0,57348.0
525,0,0,1466,45.5,53,12.0,66703.0
526,0,0,1373,50.6,55,11.899999999999977,69473.8
527,0,1,1592,35.8,57,12.0,56993.6
528,0,1,1553,42.4,60,12.0,65847.2
529,0,0,1569,36.2,63,11.899999999999977,56797.8
530,0,1,1709,32.2,65,11.899999999999977,55029.8
531,0,0,1549,34.9,68,11.899999999999977,54060.1
532,0,0,1443,45.4,70,11.899999999999977,65512.2
533,0,0,1675,29.8,72,11.800000000000011,49915.0
534,0,0,1623,33.4,74,11.800000000000011,54208.2
535,0,2,1365,52.4,76,11.900000000000034,71526.0
536,0,0,1759,24.8,81,11.900000000000034,43623.200000000004
537,0,2,1516,43.0,83,11.900000000000034,65188.0
538,0,1,1499,36.8,88,11.900000000000034,55163.2
539,0,1,1775,25.8,91,11.900000000000034,45795.0
540,0,0,1473,45.5,94,12.0,67021.5
541,0,0,1296,52.3,96,12.0,67780.8
542,0,0,1803,24.7,98,11.899999999999977,44534.1
543,0,2,1563,36.1,100,11.800000000000011,56424.3
544,0,1,1831,26.6,105,11.899999999999977,48704.600000000006
545,0,0,1958,22.1,108,11.799999999999955,43271.8
546,0,0,1809,24.3,110,11.899999999999977,43958.700000000004
547,0,1,1482,39.3,112,11.899999999999977,58242.6
548,0,0,1332,53.2,115,11.900000000000034,70862.40000000001
549,0,0,1437,40.4,117,11.800000000000011,58054.799999999996
550,0,0,1698,29.4,119,11.800000000000011,49921.2
551,0,0,1274,54.3,121,11.800000000000011,69178.2
552,0,1,1622,35.0,123,11.900000000000034,56770.0
553,0,1,1564,36.0,126,11.900000000000034,56304.0
554,0,2,1368,45.3,129,11.899999999999977,61970.399999999994
555,0,1,1539,42.2,134,12.0,64945.8
556,0,0,1357,50.1,137,11.899999999999977,67985.7
557,0,1,1433,48.3,139,11.899999999999977,69213.9
558,0,0,1650,34.6,142,11.899999999999977,57090.0
559,0,0,1503,40.6,144,11.899999999999977,61021.8
560,0,0,1318,58.2,146,11.899999999999977,76707.6
561,0,1,1678,34.4,148,11.899999999999977,57723.2
562,0,0,1574,30.9,151,11.899999999999977,48636.6
563,0,0,1529,35.2,153,11.900000000000034,53820.8
564,0,2,1669,32.1,155,12.0,53574.9
565,0,2,1570,35.8,160,12.0,56205.99999999999
566,0,1,1541,33.7,165,12.099999999999966,51931.700000000004
567,0,1,1680,30.2,168,12.0,50736.0
568,0,0,1935,22.1,171,11.899999999999977,42763.5
569,0,1,1596,35.2,173,11.900000000000034,56179.200000000004
570,0,0,1498,41.0,176,12.0,61418.0
571,0,1,1676,29.0,178,12.0,48604.0
572,0,0,1351,49.0,181,12.099999999999966,66199.0
573,0,0,1472,45.0,183,12.0,66240.0
574,0,1,1439,41.7,185,12.100000000000023,60006.3
575,0,1,1410,55.4,188,12.0,78114.0
576,0,2,1440,51.1,191,12.0,73584.0
577,0,0,1591,37.7,196,12.0,59980.700000000004
578,0,0,1533,36.8,198,12.0,56414.399999999994
579,0,1,1700,31.3,200,11.899999999999977,53210.0
580,0,1,1798,25.5,203,12.0,45849.0
581,0,0,1394,42.9,206,11.899999999999977,59802.6
582,0,0,1341,49.2,208,11.899999999999977,65977.2
583,0,2,1697,32.2,210,11.900000000000034,54643.4
584,0,2,1419,48.2,215,12.0,68395.8
585,0,0,2001,20.5,220,11.899999999999977,41020.5
586,1,0,1501,49.8,222,12.0,74749.8
587,0,2,1623,33.1,224,11.899999999999977,53721.3
588,0,0,1628,33.4,229,11.799999999999955,54375.2
589,0,0,1491,40.2,231,11.799999999999955,59938.200000000004
590,0,0,1517,36.7,233,11.899999999999977,55673.9
591,0,2,1525,41.7,235,11.800000000000011,63592.50000000001
592,0,2,1668,27.9,240,12.0,46537.2
593,0,0,1312,50.7,0,12.100000000000023,66518.40000000001
594,0,2,1278,50.4,2,12.0,64411.2
595,0,1,1330,53.1,7,12.0,70623.0
596,0,1,1530,37.3,10,12.0,57068.99999999999
597,0,2,1428,46.6,13,12.0,66544.8
598,0,0,1480,47.9,18,11.900000000000034,70892.0
599,0,2,1616,31.1,20,12.0,50257.600000000006
600,0,0,1547,37.3,25,11.899999999999977,57703.1
601,0,0,2194,16.8,27,11.800000000000011,36859.200000000004
602,0,0,2000,21.3,29,11.900000000000034,42600.0
603,1,0,1336,71.6,31,11.900000000000034,95657.59999999999
604,0,0,1542,33.8,33,12.0,52119.6
605,0,1,1693,29.9,35,11.900000000000034,50620.7
606,0,0,1461,50.5,38,11.900000000000034,73780.5
607,0,1,1565,33.9,40,11.899999999999977,53053.5
608,0,0,1403,47.7,43,11.899999999999977,66923.1
609,0,0,1629,32.5,45,11.799999999999955,52942.5
610,0,0,1534,33.7,47,11.899999999999977,51695.8
611,0,0,1553,40.9,49,11.899999999999977,63517.7
612,0,0,1563,32.8,51,11.799999999999955,51266.399999999994
613,0,0,1634,30.0,53,11.799999999999955,49020.0
614,0,1,1445,45.2,55,11.899999999999977,65314.00000000001
615,0,0,1642,30.4,58,11.799999999999955,49916.799999999996
616,0,2,1686,29.1,60,11.799999999999955,49062.600000000006
617,0,1,1393,43.1,65,11.899999999999977,60038.3
618,0,2,1433,44.2,68,11.800000000000011,63338.600000000006
619,0,0,1507,44.7,73,11.699999999999989,67362.90000000001
620,0,1,1389,49.6,75,11.800000000000011,68894.40000000001
621,0,0,1408,45.3,78,11.800000000000011,63782.399999999994
622,0,1,1725,32.0,80,11.800000000000011,55200.0
623,0,0,1926,23.7,83,11.700000000000045,45646.2
624,0,2,1509,37.6,85,11.800000000000011,56738.4
625,0,0,1545,36.3,90,11.800000000000011,56083.49999999999
626,0,0,1533,35.2,92,11.700000000000045,53961.600000000006
627,0,0,1455,42.2,94,11.700000000000045,61401.00000000001
628,0,1,1335,57.8,96,11.700000000000045,77163.0
629,0,0,1523,45.9,99,11.800000000000011,69905.7
630,0,0,1460,47.6,101,11.699999999999989,69496.0
631,0,0,1554,37.3,103,11.600000000000023,57964.2
632,0,2,1419,47.1,105,11.699999999999989,66834.90000000001
633,0,0,1442,43.9,110,11.699999999999989,63303.799999999996
634,0,0,1507,41.6,112,11.599999999999966,62691.200000000004
635,0,0,1858,23.9,114,11.699999999999989,44406.2
636,0,0,1463,43.9,116,11.599999999999966,64225.7
637,0,0,1585,37.4,118,11.5,59279.0
638,0,0,1536,37.3,120,11.600000000000023,57292.799999999996
639,0,0,1403,51.3,122,11.600000000000023,71973.9
640,0,1,1515,38.8,124,11.700000000000045,58781.99999999999
641,0,0,1390,47.9,127,11.600000000000023,66581.0
642,0,1,1226,58.7,129,11.599999999999966,71966.2
643,0,1,1495,36.5,132,11.599999999999966,54567.5
644,0,2,1608,30.2,135,11.699999999999989,48561.6
645,0,0,1392,44.1,140,11.699999999999989,61387.200000000004
646,0,1,1461,43.7,142,11.699999999999989,63845.700000000004
647,0,0,1559,36.9,145,11.600000000000023,57527.1
648,0,2,1400,48.9,147,11.600000000000023,68460.0
649,0,1,1732,28.8,152,11.5,49881.6
650,0,0,1611,33.1,155,11.599999999999966,53324.100000000006
651,0,0,1503,38.9,157,11.5,58466.7
652,0,0,1391,44.5,159,11.5,61899.5
653,0,0,2015,20.1,161,11.5,40501.5
654,0,0,1683,30.9,163,11.399999999999977,52004.7
655,0,0,1435,38.8,165,11.400000000000034,55677.99999999999
656,0,1,1732,28.1,167,11.400000000000034,48669.200000000004
657,0,0,1365,58.6,170,11.5,79989.0
658,0,0,1562,36.8,172,11.400000000000034,57481.6
659,0,0,1449,49.1,174,11.5,71145.90000000001
660,0,1,1700,27.4,176,11.5,46580.0
661,0,1,1427,45.6,179,11.399999999999977,65071.200000000004
662,0,1,1479,38.1,182,11.299999999999955,56349.9
663,0,0,1469,44.0,185,11.399999999999977,64636.0
664,0,0,1390,47.4,187,11.399999999999977,65886.0
665,0,0,1729,28.1,189,11.399999999999977,48584.9
666,0,0,1470,43.5,191,11.5,63945.0
667,0,0,1459,48.5,193,11.399999999999977,70761.5
668,0,0,1738,24.0,195,11.399999999999977,41712.0
669,0,2,1471,37.7,197,11.399999999999977,55456.700000000004
670,0,0,1822,25.4,202,11.399999999999977,46278.799999999996
671,0,0,1554,34.8,204,11.399999999999977,54079.2
672,0,1,1433,43.2,206,11.299999999999955,61905.600000000006
673,0,0,1449,47.7,209,11.299999999999955,69117.3
674,0,0,1456,41.2,0,11.199999999999989,59987.200000000004
675,0,1,1424,45.5,2,11.300000000000011,64792.0
676,0,2,1577,34.7,5,11.300000000000011,54721.9
677,0,0,1478,39.7,10,11.300000000000011,58676.600000000006
678,0,1,1295,61.2,12,11.399999999999977,79254.0
679,0,0,1372,47.3,15,11.399999999999977,64895.6
680,0,1,1432,42.6,17,11.300000000000011,61003.200000000004
681,0,1,1656,33.2,20,11.300000000000011,54979.200000000004
682,0,2,1410,48.8,23,11.199999999999989,68808.0
683,0,0,1874,24.4,28,11.300000000000011,45725.6
684,0,0,1538,43.2,30,11.300000000000011,66441.6
685,0,1,1636,29.7,32,11.300000000000011,48589.2
686,0,1,1504,40.4,35,11.300000000000011,60761.6
687,0,1,1531,42.4,38,11.300000000000011,64914.4
688,0,2,1735,26.4,41,11.399999999999977,45804.0
689,0,2,1354,55.6,46,11.399999999999977,75282.40000000001
690,0,2,1413,40.2,51,11.399999999999977,56802.600000000006
691,0,0,1563,39.3,56,11.400000000000034,61425.899999999994
692,0,0,1479,42.1,58,11.400000000000034,62265.9
693,0,0,1477,38.3,60,11.400000000000034,56569.1
694,0,0,1394,50.0,62,11.5,69700.0
695,0,0,1487,45.4,64,11.399999999999977,67509.8
696,0,1,1815,25.3,66,11.399999999999977,45919.5
697,0,1,1453,39.7,69,11.199999999999989,57684.100000000006
698,0,0,1539,40.2,72,11.199999999999989,61867.8
699,0,2,1416,39.2,74,11.199999999999989,55507.200000000004
700,0,1,1683,31.6,79,11.199999999999989,53182.8
701,0,0,1515,40.1,82,11.100000000000023,60751.5
702,0,1,1531,48.3,84,11.199999999999989,73947.3
703,0,2,1479,40.9,87,11.199999999999989,60491.1
704,0,0,1516,33.7,92,11.199999999999989,51089.200000000004
705,0,0,1507,38.2,94,11.300000000000011,57567.4
706,0,1,1434,43.3,96,11.199999999999989,62092.2
707,0,0,1838,27.3,99,11.199999999999989,50177.4
708,0,1,1416,45.9,101,11.199999999999989,64994.4
709,0,1,1357,49.7,104,11.199999999999989,67442.90000000001
710,0,1,1697,28.1,107,11.199999999999989,47685.700000000004
711,0,0,1443,46.2,110,11.199999999999989,66666.6
712,0,0,1453,37.6,112,11.199999999999989,54632.8
713,0,0,1439,46.4,114,11.200000000000045,66769.59999999999
714,0,0,1609,36.2,116,11.200000000000045,58245.8
715,0,0,1324,59.1,118,11.200000000000045,78248.40000000001
716,0,2,1420,45.8,120,11.200000000000045,65035.99999999999
717,0,0,1545,36.9,125,11.300000000000011,57010.5
718,0,0,1477,39.0,127,11.300000000000011,57603.0
719,0,0,1447,58.1,129,11.400000000000034,84070.7
720,0,0,1809,23.8,131,11.5,43054.200000000004
721,0,0,1696,30.9,133,11.399999999999977,52406.399999999994
722,0,0,1427,44.7,135,11.399999999999977,63786.9
723,0,1,1500,46.3,137,11.5,69450.0
724,0,0,1390,44.6,140,11.399999999999977,61994.0
725,0,0,1640,34.2,142,11.400000000000034,56088.00000000001
726,0,1,1628,37.4,144,11.400000000000034,60887.2
727,0,2,1499,37.6,147,11.300000000000011,56362.4
728,0,1,1425,50.3,152,11.300000000000011,71677.5
729,0,0,1586,37.7,155,11.300000000000011,59792.200000000004
730,0,1,1471,50.7,157,11.300000000000011,74579.7
731,0,1,1431,53.0,160,11.300000000000011,75843.0
732,0,0,1924,22.1,163,11.400000000000034,42520.4
733,0,1,1421,42.0,165,11.299999999999955,59682.0
734,0,2,1305,54.6,168,11.399999999999977,71253.0
735,0,0,1557,32.4,173,11.5,50446.799999999996
736,0,0,1555,38.2,175,11.400000000000034,59401.00000000001
737,0,2,1474,39.2,177,11.400000000000034,57780.8
738,0,0,1506,45.9,182,11.5,69125.4
739,0,0,1390,41.8,184,11.5,58101.99999999999
740,0,1,1450,46.9,186,11.5,68005.0
741,0,0,1513,38.8,189,11.400000000000034,58704.399999999994
742,0,0,1643,34.7,191,11.399999999999977,57012.100000000006
743,0,0,1361,53.8,193,11.399999999999977,73221.8
744,0,0,1450,40.9,195,11.400000000000034,59305.0
745,0,0,1451,50.7,197,11.300000000000011,73565.7
746,1,0,1289,62.0,199,11.300000000000011,79918.0
747,0,0,1356,48.3,201,11.300000000000011,65494.799999999996
748,0,2,1528,46.3,203,11.400000000000034,70746.4
749,0,0,1978,22.3,208,11.399999999999977,44109.4
750,0,0,1535,36.8,210,11.300000000000011,56487.99999999999
751,0,1,1843,24.2,212,11.300000000000011,44600.6
752,0,0,1422,48.7,215,11.200000000000045,69251.40000000001
753,0,0,1536,40.4,217,11.199999999999989,62054.399999999994
754,0,1,1483,44.3,219,11.200000000000045,65696.9
755,0,2,1492,43.7,222,11.300000000000011,65200.4
756,0,0,1584,40.4,227,11.199999999999989,63993.6
757,0,0,1555,33.7,229,11.200000000000045,52403.50000000001
758,0,0,1497,41.7,231,11.199999999999989,62424.9
759,0,1,1537,36.3,233,11.100000000000023,55793.1
760,0,0,1505,39.4,236,11.100000000000023,59297.0
761,0,0,1646,34.6,238,11.100000000000023,56951.600000000006
762,0,1,1286,60.5,0,11.100000000000023,77803.0
763,0,0,1400,47.5,3,11.100000000000023,66500.0
764,0,0,1337,56.5,5,11.099999999999966,75540.5
765,0,0,1332,53.9,7,11.100000000000023,71794.8
766,0,0,1561,38.3,9,11.199999999999989,59786.299999999996
767,0,0,1546,31.1,11,11.100000000000023,48080.600000000006
768,0,0,1713,29.3,13,11.100000000000023,50190.9
769,0,0,1343,44.5,15,11.100000000000023,59763.5
770,0,0,1391,54.4,17,11.199999999999989,75670.4
771,0,2,1311,58.6,19,11.199999999999989,76824.6
772,0,2,1453,51.0,24,11.199999999999989,74103.0
773,0,0,1510,39.4,29,11.199999999999989,59494.0
774,0,0,1448,48.8,31,11.099999999999966,70662.4
775,0,0,1453,46.0,33,11.100000000000023,66838.0
776,0,0,1468,39.2,35,11.100000000000023,57545.600000000006
777,0,0,1382,47.5,37,11.100000000000023,65645.0
778,0,0,1580,32.2,39,11.300000000000011,50876.00000000001
779,0,0,1666,29.8,41,11.199999999999989,49646.8
780,0,1,1409,50.7,43,11.100000000000023,71436.3
781,0,0,1675,29.7,46,11.199999999999989,49747.5
782,0,0,1698,30.8,48,11.099999999999966,52298.4
783,0,2,1579,33.4,50,11.199999999999989,52738.6
784,0,0,1743,27.9,55,11.199999999999989,48629.7
785,0,1,1497,44.8,57,11.100000000000023,67065.59999999999
786,0,0,1741,28.8,60,11.200000000000045,50140.8
787,0,0,1435,45.3,62,11.200000000000045,65005.49999999999
788,0,1,1440,46.3,64,11.200000000000045,66672.0
789,0,1,1641,33.3,67,11.100000000000023,54645.299999999996
790,0,0,1420,45.4,70,11.099999999999966,64468.0
791,0,0,1611,35.4,72,11.099999999999966,57029.399999999994
792,0,0,1373,42.9,74,11.0,58901.7
793,0,1,1683,31.8,76,11.099999999999966,53519.4
794,0,2,1547,32.6,79,11.0,50432.200000000004
795,0,0,1605,37.0,84,10.900000000000034,59385.0
796,0,1,2010,18.9,86,11.0,37989.0
797,0,0,1565,40.1,89,10.899999999999977,62756.5
798,0,1,1828,24.6,91,10.900000000000034,44968.8
799,0,1,1579,34.1,94,10.800000000000011,53843.9
800,0,1,1882,24.2,97,10.899999999999977,45544.4
801,0,0,1285,52.1,100,10.900000000000034,66948.5
802,0,0,1571,35.0,102,10.900000000000034,54985.0
803,0,2,1549,37.8,104,10.900000000000034,58552.2
804,0,1,1544,37.6,109,10.900000000000034,58054.4
805,0,1,1412,47.4,112,10.899999999999977,66928.8
806,0,1,1422,53.0,115,10.899999999999977,75366.0
807,0,0,1867,22.8,118,10.699999999999989,42567.6
808,0,0,1424,43.3,120,10.800000000000011,61659.2
809,0,0,1452,45.7,122,10.700000000000045,66356.40000000001
810,0,0,1550,39.7,124,10.800000000000011,61535.00000000001
811,0,0,1588,37.6,126,10.800000000000011,59708.8
812,0,0,1338,44.4,128,10.800000000000011,59407.2
813,0,0,1513,40.0,130,10.800000000000011,60520.0
814,0,1,1470,45.9,132,10.699999999999989,67473.0
815,0,1,1516,36.7,135,10.699999999999989,55637.200000000004
816,0,0,1434,48.3,138,10.800000000000011,69262.2
817,0,0,1368,52.0,140,10.800000000000011,71136.0
818,0,0,1304,48.7,142,10.800000000000011,63504.8
819,0,0,1398,46.7,144,10.800000000000011,65286.600000000006
820,0,0,1516,37.4,146,10.900000000000034,56698.4
821,0,0,1474,41.7,148,10.900000000000034,61465.8
822,0,1,1547,34.7,150,10.900000000000034,53680.9
823,0,1,1482,39.9,153,10.899999999999977,59131.799999999996
824,0,0,1436,42.8,156,10.799999999999955,61460.799999999996
825,0,0,1474,40.0,158,10.699999999999989,58960.0
826,0,0,1481,38.2,160,10.699999999999989,56574.200000000004
827,0,0,1501,42.1,162,10.800000000000011,63192.1
828,0,0,1566,37.2,164,10.800000000000011,58255.200000000004
829,0,0,1579,34.5,166,10.800000000000011,54475.5
830,0,0,1631,35.0,168,10.799999999999955,57085.0
831,0,1,1544,42.3,170,10.799999999999955,65311.2
832,0,0,1521,38.6,173,10.799999999999955,58710.6
833,0,0,1616,28.0,175,10.799999999999955,45248.0
834,0,2,1333,50.2,177,10.799999999999955,66916.6
835,0,1,1533,32.5,182,10.699999999999989,49822.5
836,0,0,1368,45.1,185,10.799999999999955,61696.8
837,0,0,1465,47.8,187,10.799999999999955,70027.0
838,0,2,1406,41.5,189,10.799999999999955,58349.0
839,0,1,1565,43.5,194,10.899999999999977,68077.5
840,0,0,1582,37.9,197,10.899999999999977,59957.799999999996
841,0,0,1439,45.5,199,10.899999999999977,65474.5
842,0,1,1566,35.0,201,10.899999999999977,54810.0
843,0,0,1485,42.7,204,10.899999999999977,63409.50000000001
844,0,0,1566,35.1,206,11.0,54966.600000000006
845,0,0,1439,41.5,208,11.0,59718.5
846,0,1,1416,50.0,210,11.0,70800.0
847,1,0,2833,5.6,213,11.0,15864.8
848,0,0,1465,47.1,215,11.099999999999966,69001.5
849,0,2,1586,35.5,0,11.0,56303.0
850,0,0,1567,31.4,5,11.0,49203.799999999996
851,0,1,1389,48.6,7,11.0,67505.40000000001
852,0,1,1368,49.5,10,11.0,67716.0
853,0,0,1444,49.0,13,11.0,70756.0
854,0,1,1498,41.6,15,11.0,62316.8
855,0,0,1615,30.8,18,11.099999999999966,49742.0
856,0,0,1898,22.7,20,11.0,43084.6
857,0,1,1350,53.3,22,11.0,71955.0
858,0,1,1516,37.6,25,10.800000000000011,57001.6
859,0,2,1542,40.6,28,10.800000000000011,62605.200000000004
860,0,2,1541,32.6,33,10.799999999999955,50236.600000000006
861,0,1,1951,23.3,38,10.799999999999955,45458.3
862,0,2,1645,31.0,41,10.699999999999989,50995.0
863,0,0,1416,44.2,46,10.699999999999989,62587.200000000004
864,0,1,2044,22.3,48,10.699999999999989,45581.200000000004
865,0,0,1414,50.2,51,10.700000000000045,70982.8
866,0,0,1678,26.7,53,10.700000000000045,44802.6
867,0,2,1594,33.2,55,10.600000000000023,52920.8
868,0,1,1514,37.7,60,10.699999999999989,57077.8
869,0,0,1358,49.2,63,10.699999999999989,66813.6
870,0,0,1325,56.2,65,10.599999999999966,74465.0
871,0,0,1339,53.2,67,10.599999999999966,71234.8
872,0,1,1335,51.7,69,10.599999999999966,69019.5
873,0,0,1892,21.7,72,10.5,41056.4
874,0,0,1575,28.5,74,10.5,44887.5
875,0,1,1444,45.5,76,10.5,65702.0
876,0,0,1915,22.4,79,10.600000000000023,42896.0
877,0,1,1584,33.6,81,10.599999999999966,53222.4
878,0,1,1685,34.9,84,10.600000000000023,58806.5
879,0,0,1337,54.6,87,10.5,73000.2
880,1,1,1235,76.2,89,10.5,94107.0
881,0,0,1464,46.2,92,10.5,67636.8
882,0,1,1739,25.9,94,10.5,45040.1
883,0,0,1490,34.3,97,10.600000000000023,51106.99999999999
884,0,0,1356,48.0,99,10.599999999999966,65088.0
885,0,0,1397,52.0,101,10.5,72644.0
886,0,0,1458,40.6,103,10.5,59194.8
887,0,2,2161,16.5,105,10.5,35656.5
888,0,1,1651,28.1,110,10.5,46393.100000000006
889,0,0,1389,46.2,113,10.5,64171.8
890,0,0,1370,52.4,115,10.399999999999977,71788.0
891,0,0,1408,47.9,117,10.400000000000034,67443.2
892,0,0,1343,54.4,119,10.400000000000034,73059.2
893,0,1,1423,42.5,121,10.5,60477.5
894,0,0,1426,48.6,124,10.599999999999966,69303.6
895,0,1,1435,51.6,126,10.599999999999966,74046.0
896,0,0,1573,35.1,129,10.600000000000023,55212.3
897,0,0,1612,31.2,131,10.599999999999966,50294.4
898,0,0,1446,49.9,133,10.599999999999966,72155.4
899,0,2,1329,55.3,135,10.599999999999966,73493.7
900,0,0,1569,35.1,140,10.599999999999966,55071.9
901,0,2,1256,62.3,142,10.5,78248.8
902,0,0,1383,48.7,147,10.5,67352.1
903,1,0,2270,14.6,149,10.5,33142.0
904,0,2,1458,49.8,151,10.5,72608.4
905,0,0,1474,41.2,156,10.5,60728.8
906,0,1,1462,49.2,158,10.5,71930.40000000001
907,0,1,1669,29.0,161,10.5,48401.0
908,0,1,1822,24.3,164,10.600000000000023,44274.6
909,0,0,1456,39.2,167,10.5,57075.200000000004
910,0,0,1546,35.9,169,10.5,55501.399999999994
911,0,1,1490,42.7,171,10.5,63623.00000000001
912,0,0,1569,40.4,174,10.399999999999977,63387.6
913,0,0,1621,29.5,176,10.5,47819.5
914,0,1,1518,40.6,178,10.5,61630.8
915,0,1,1526,38.2,181,10.400000000000034,58293.200000000004
916,0,1,1589,36.2,184,10.5,57521.8
917,0,0,1475,51.0,187,10.399999999999977,75225.0
918,0,1,1473,38.5,189,10.399999999999977,56710.5
919,0,0,1407,50.7,192,10.400000000000034,71334.90000000001
920,0,1,1518,44.1,194,10.399999999999977,66943.8
